asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90
139355,VOIPLINE TELECOM PTY LTD,AU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139356,Regis Aged Care Pty Ltd,AU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139357,VITERRA PTY LTD,AU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
139324,Rio Tinto IS&T,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139325,IQ-TEL,BD,0,STUB: VULNERABLE STABLE,2.56,3,3,,-1.0,-1.0,-1.0
139326,Digital One Broadband Internet Service,BD,0,STUB: VULNERABLE STABLE,0.93,3,3,,-1.0,-1.0,-1.0
139327,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,HK,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139328,Haima Global Network,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139329,Siam Piwat Company Limited,TH,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139330,PBJ Business Solution Bangladesh ltd.,BD,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139331,DEVELENTCORP PRIVATE LIMITED,IN,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139332,Swiftnet Solution Sdn Bhd,MY,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139333,"Global Agility Solutions, LLC",PH,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139368,Diskominfo Prov. Kalimantan Selatan,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139369,PT Utara Nusa Media,ID,0,STUB: VULNERABLE STABLE,0.55,1,1,,-1.0,-1.0,-1.0
139370,PT Panji Perkasa Indonesia,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139371,PT Bank Agris Tbk,ID,0,STUB: VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
139372,Institut Agama Islam Negeri Pekalongan,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139373,PT Akses Artha Media,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139340,HONG KONG GIGALINK NETWORK LIMITED,HK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139342,Freedom Furniture Australia Pty Limited,AU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139343,WENET,BD,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139344,ACT Government InTACT Group,AU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139345,Hyve Managed Hosting Corp Inc,JP,0,STUB: PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
139346,Enterprise Managed Services Sdn. Bhd.,MY,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139347,Md Masud Rana Roni t/a RV Cyber World,BD,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139348,"Lao International Technology Service Sole Co., Ltd",LA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139349,Diebold Nixdorf Singapore PTE. LTD.,SG,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139350,Solaire Resort & Casino,PH,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139383,PT. INDONESIA BISNIS DIGITAL,ID,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
139384,Pemerintah Kota Mojokerto,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139385,PT. LANTIP TEKNOLOGI PRIMA,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139386,PT Nusantara Sejahtera Raya,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139387,Pemerintah Kabupaten Gresik,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139388,PT Abhinawa Sumberdaya Asia,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139389,PT. Marawa Transmisi Media,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139359,New Solutions Group Limited,NZ,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139360,emPOWER Data Services,AU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139361,CV Caesar Awan Multidata Jaya,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139362,PT Tata Telemedia Nusantara,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139363,PT Amerta Indah Otsuka,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139364,Pemerintah Kabupaten Gunungkidul,ID,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
139365,PT Patria Lintas Jaya,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139366,PT Higo Fitur Indonesia,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139367,Dinas Kominfo Kota Jambi,ID,0,STUB: VULNERABLE STABLE,-1.0,2,3,,-1.0,-1.0,-1.0
139398,PT Pusat Informasi Kredit,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139399,PT Palapa Network Nusantara,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139400,PT Rak Super Ninja,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139401,"Dinas Komunikasi, Informatika, Persandian dan Statistik, Kabupaten Raja Ampat",ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139402,Pemerintah Kabupaten Pesisir Selatan,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139403,PEMERINTAH KOTA PEMATANGSIANTAR,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139404,PT Juragan Online Solusi,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139405,PT Media Cipta Trimetika,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139374,PT TRICOM SAKTI,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139375,Pemerintah Kabupaten Jombang,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139376,PT. ARTAJASA PEMBAYARAN ELEKTRONIS,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139377,Universitas Sultan Ageng Tirtayasa,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139378,PT NEX Solusi Teknologi,ID,0,STUB: VULNERABLE STABLE,0.46,1,1,,-1.0,-1.0,-1.0
139379,PT Theko Digital Solusindo,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139380,PT Bomm Akses Teknologi,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139381,PT Citra Berdikari Nusantara,ID,0,STUB: VULNERABLE STABLE,0.03,3,3,,-1.0,-1.0,-1.0
139413,PT Arya Azahra Arthama,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139414,Pemerintah Kabupaten Kudus,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139416,PT Langkat Investama Fideliti,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139417,PT Iweka Digital Solution,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139418,PT Gasatek Bintang Nusantara,ID,0,STUB: VULNERABLE STABLE,0.52,1,1,,-1.0,-1.0,-1.0
139419,PT Gurita Cyber Nusantara,ID,0,STUB: VULNERABLE STABLE,0.55,2,2,,-1.0,-1.0,-1.0
139420,PT. Alif Teknologi Sinergi,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139421,PT Dharma Sarana Solusindo,ID,0,STUB: VULNERABLE STABLE,0.37,2,2,,-1.0,-1.0,-1.0
139390,PT Langit Mandiri Sukses,ID,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139391,PT. Semesta Teknologi Mediasi,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139392,PT APLIKA KARYA SOLUSI BISNIS,ID,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139393,PT KREASI MANDALA TEKNOLOGI,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139394,PT Patra Drilling Contractor,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139395,CV. Inti Berkat,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139396,PT Master Global Solusi,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139397,PT Multimedia Network Indonesia,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139428,PT Lexxa Data Indonusa,ID,0,STUB: VULNERABLE STABLE,0.32,3,3,,-1.0,-1.0,-1.0
139429,PT Artatel Indokarya,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139430,PT. Media Nusantara Dinamis,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139432,Diskominfo Kab. Bogor,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139433,PT Sakaeng Solata Infrastruktur,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139434,"PT Reliance Sekuritas Indonesia, Tbk",ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139435,PT SWADAYA TEKNO SOLUSI,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139436,PT. Cakrawala Lintas Karsa,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139437,Yayasan Tarakanita,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139406,PT SOLUSI SURYA DESWATA,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139407,PT LAPAK DIGITAL TEKNOLOGI,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139408,PT Sanatel,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139409,PT Jernih Multi Komunikasi,ID,0,STUB: VULNERABLE STABLE,0.99,2,2,,-1.0,-1.0,-1.0
139410,PT Azec Indonesia Management Services,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139411,PT Digital Teradata Informasi,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139412,PT Zegen Laraka Utama,ID,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139443,Institut Teknologi Nasional Yogyakarta,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139444,Universitas Jenderal Achmad Yani,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139445,PT Adira Dinamika Multi Finance,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139446,PT Gonet Teknologi Indonesia,ID,0,STUB: VULNERABLE STABLE,0.6,3,4,,-1.0,-1.0,-1.0
139447,PT Transportasi Jakarta,ID,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139448,PT Raharja Sinergi Komunikasi,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139450,PT Didanataneca Anugerah Sejahtera,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139451,PT SARANA INTI MAKMUR BERSAMA,ID,0,STUB: VULNERABLE STABLE,0.24,1,1,,-1.0,-1.0,-1.0
139452,PT. Eka Mas Republik,ID,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139453,PT FASTRATA BUANA,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139422,Dinas Komunikasi dan Informatika Kota Balikpapan,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139423,PT Rajawali Sinergi Group,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139424,PT. BIG NET INDONESIA,ID,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139425,PT Restu Panca Alam,ID,0,STUB: VULNERABLE STABLE,0.13,3,3,,-1.0,-1.0,-1.0
139426,PT Rinjani Citra Solusi,ID,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139427,PT Lintas Persada Optika,ID,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139459,Dinas Komunikasi dan Informatika Pemerintah Kota Probolinggo,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139460,PT Maxindo Mitra Solusi,ID,0,STUB: VULNERABLE STABLE,0.43,4,4,,-1.0,-1.0,-1.0
139461,The Villagers,BD,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139462,CHINANET Guizhou Yilong IDC,CN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139463,Itiviti India Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139464,KMC Mag Solutions,PH,0,STUB: VULNERABLE STABLE,0.0,3,3,,-1.0,-1.0,-1.0
139465,MONASH CITY COUNCIL,AU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139466,LATROBE COMMUNITY HEALTH SERVICE LIMITED,AU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
139467,Community Bank Bangladesh Limited,BD,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139468,DC Communications Inc.,JP,0,STUB: VULNERABLE STABLE,-1.0,1,3,,-1.0,-1.0,-1.0
139469,One Technology,BD,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139438,PT Pembangunan Sarana Telematika,ID,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139439,PT Perusahaan Pengelola Aset,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139440,PT Tiga Putra Pandawa,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139441,Pemerintah Kabupaten Belitung Timur,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139442,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA,ID,0,STUB: VULNERABLE STABLE,1.56,2,2,,-1.0,-1.0,-1.0
139476,Shebatel Network Ltd,BD,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139477,Trichy Internet Communication Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139478,Bitwise Solutions Pvt. Ltd.,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139479,Isyan Communications Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139480,Tradebulls Securities Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,3,4,,-1.0,-1.0,-1.0
139481,Airmimo Networks Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139482,Vilas Internet Services Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139483,Digitizer Access Netowrk Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
139484,Sathya Web Services Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139485,Promptnet Broadband Pvt Ltd,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139486,Vetal Hotel And Resort Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139454,PT Kereta Commuter Indonesia,ID,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139455,PT Mikro Mulia Agung Sentosa,ID,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139456,PT Dewaweb,ID,0,STUB: VULNERABLE STABLE,-1.0,4,4,,-1.0,-1.0,-1.0
139457,PT Semut Data Indonesia,ID,0,STUB: VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
139458,PT Matahari Putra Prima,ID,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139492,GV TELECOM,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139493,Siplink Communications Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139494,Market-hub Stock Broking Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139495,Stromnet Communication Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139496,Technomex Infocom Systems Pvt. Ltd.,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139497,I-infolink Networks Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139498,Speedostar Telco Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139499,Srshta Tech Solutions Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139500,Directorate General Of Training,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139501,National Crime Records Bureau,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139502,D'Decor Home Fabrics Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139470,OCX GROUP INC.,JP,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139472,Catalina Marketing Japan K.K.,JP,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
139473,Shebatel Network Ltd,BD,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139474,National Telecom Public Company Limited,TH,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139475,GPLHost LLC,SG,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139507,Apoxy Media Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139508,Wide Netcom India,IN,0,STUB: VULNERABLE STABLE,0.28,3,3,,-1.0,-1.0,-1.0
139509,Vno Networks Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139510,Thrishul Broadband Private Ltd,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139511,Swasticom,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139512,United India Insurance Co Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139513,Gighz It Solutions Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139514,Jb Jain Broadband Solutions Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139515,ZITA TELECOM PRIVATE LIMITED,IN,0,STUB: VULNERABLE STABLE,0.06,2,2,,-1.0,-1.0,-1.0
139516,Shiv Nadar Foundation,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139517,Softaid Computers,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139518,Daanish Broadband Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139487,Alpha It And Services Pvt Ltd,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139488,Conjoinix Total Solutions Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139489,Xerago E Biz Services Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139491,Arihant Internet Service Private   Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139524,A C N Fiber Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139526,Revolution Broadband Pvt.ltd.,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139527,H & R Block India Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
139528,Ultron Broadband Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139529,Fastcom Telelink Pvt. Ltd.,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139530,Skyair Telecom Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139531,Syncbroad Networks Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139532,Candor Solution,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139533,Onquee Networks Pvt Ltd.,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139534,Indotel Global Internet Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139536,Libsys Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139537,SFour Cablenet Pvt. Ltd.,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139503,Aniruddha skyline web service,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139504,Minet Communication,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139505,Mukand Infrastructure Pvt Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139506,Uniqe Telecare Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139542,Sysnet Broadband Services Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139543,MAHABAL NET SERVICE PROVIDER PRIVATE LIMITED,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139544,WEBWORLD IT SOLUTIONS,IN,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139545,One All Solutions,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139546,Institute For Design Of Electrical Measuring Instruments,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139547,Vimitel Network Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139548,Kreatio Software Pvt. Ltd.,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139549,Crisp Enterprises,IN,0,STUB: VULNERABLE STABLE,0.28,1,1,,-1.0,-1.0,-1.0
139550,Swami Samarth Broadband Service Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139551,Dbl Network Private Limited,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139552,Iconnect,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139553,Airicon Communication Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139520,Ang India Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
139521,Padmnet Broadband Service Pvt. Ltd.,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139522,Mediakind India Pvt. Ltd.,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139523,All Time Tele Infra Pvt Ltd,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139558,Ultrawave Internet Access Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139559,Prayag Broadband Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139560,PATEL INTERNET PRIVATE LIMITED,IN,0,STUB: VULNERABLE STABLE,0.0,5,5,,-1.0,-1.0,-1.0
139561,Impirius Infratech Pvt. Ltd.,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139562,Jolly Broadband Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139563,Comtel Infosystems Pvt Ltd,IN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
139564,Broadway Communication Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139565,Kord Broadband Services Pvt Ltd,IN,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
139566,Rae Internet Service Provider Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139567,Nirija Solutions Private Limited,IN,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
139568,Biocipher Technologies Pvt Ltd,IN,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
139569,Samsung Data Systems India Private Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
139538,MOVEX DIGITAL TECHNOLOGY PRIVATE LIMITED,IN,0,STUB: VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
139539,Aditya Birla Financial Shared Services Ltd.,IN,0,STUB: VULNERABLE STABLE,-1.0,2,3,,-1.0,-1.0,-1.0
139540,Trl Krosaki Refractories Limited,IN,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
